1,文21なほ行き行きて、武蔵の国と下総の国との中に、いと大きなる川あり。問：武蔵の国はどのあたり？,神奈川・東京・埼玉,
2,文21なほ行き行きて、武蔵の国と下総の国との中に、いと大きなる川あり。問：下総の国はどのあたり？,千葉・茨城,「しもつふさ」は古代の読み方。やがて「しもうさ」と呼ぶようになっていく。
3,文21《なほ》行き行きて、武蔵の国と下総の国との中に、いと大きなる川あり。問：《　》の訳は？,さらに,●まだ→「風波止やまねば、《なほ》同じ所にあり」　●やはり→「和歌こそ、《なほ》をかしきものなれ」　●でさえ→「死馬《なほ》之を買ふ。」※「すら且つ」と同じ意味。●同様に→「《なほ》惑ふ人あり。」※惑ふ＝道に迷う　●さらに→「あづま路の道のはてよりも、《なほ》奥つ方」　●まるで→「《なほ》夢のごとし。」※下に「ごとし」があるときのみ
4,文21なほ行き行きて、武蔵の国と下総の国との中に、《いと》大きなる川あり。問：《　》の訳は？,とても,
5,文21なほ行き行きて、武蔵の国と下総の国との中に、いと《大きなる》川あり。問：《　》を文法的に説明せよ。,形容動詞,形容動詞「大きなり」の連体形か、名詞「大き」＋断定の助動詞「なり」の連体形か、見分ける。【見分け方】形容動詞の場合は上に程度を表す言葉がつけられる。例えば、いと「静かなり」って言えるから、「静かなり」は形容動詞と言える。一方、いと「王なり」と言えないから、「王なり」は形容動詞ではなく、「王」という名詞に断定の助動詞「なり」がついたものであることがわかる。
6,文23その川のほとりに《群れゐ》て思ひやれば、限りなく遠くも来にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》の訳は？,群れて座る, 終止形は「群れゐる」。「群る（むる）」に上一段の「居る」がついてできた言葉。「居る」は「すわっている」という意味。
7,文23その川のほとりに群れゐて《思ひやれ》ば、限りなく遠くも来にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》の訳は？,遠くに思いを馳せる,終止形は「思ひやる」。
8,文23その川のほとりに群れゐて《思ひやれ》ば、限りなく遠くも来にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》は何形か。,已然形,終止形は「思ひやる」。「ず」をつけると「思ひや《ら》ず」になり、「ず」の上がア段になるので、四段活用（ア|イ|ウ|ウ|エ|エ）。「思ひやれ」になるのは已然形か、命令形だが、「ば」は命令形にはつかないので、已然形。
9,文23その川のほとりに群れゐて思ひやれ《ば》、限りなく遠くも来にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》の「ば」の訳は？ ,～すると・～したところ,「思ひやる」が「思ひやれ」という形になるのは、已然形と命令形のとき（ら|り|る|る|れ|れ）だが、「ば」は未然形か已然形にしかつかないから、この「思ひやれ」は已然形である。●未然形＋「ば」→もし～ならば　●已然形＋「ば」で、「ば」の上の出来事が原因で「ば」の下の出来事が起こった場合→～ので　●已然形＋「ば」で、「ば」の上の出来事のあと「ば」の下の出来事が《たまたま》が起こった場合→～すると・～したところ　※「思いやっ（遠くに思いを馳せ）」たからといって、必ず「限りなく遠くも来にけるかなとわび合へる」わけではない。（よくここまでたどりついた、という達成感を感じる場合だってある）。このときは、たまたま、こんな気持ちになっちゃったのである。
10,文23その川のほとりに群れゐて思ひやれば、《限りなく》《遠く》も来にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》の品詞は？,形容詞,終止形は「限りなし」「遠し」
11,文23その川のほとりに群れゐて思ひやれば、限りなく遠くも《来》にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》はどう読むか。,き,直後の「に」は完了の助動詞「ぬ」（な|《に》|ぬ|ぬる|ぬれ|ね）。完了の助動詞「ぬ」は連用形につく。「来」はカ変で「こ|き|く|くる|くれ|こ・こよ」と活用する。
12,文23その川のほとりに群れゐて思ひやれば、限りなく遠くも来《に》けるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》は何形か。,連用,「《に》ける」とある場合は、だいたいの場合、「に」（完了の助動詞「ぬ」が活用したもの）＋「ける」（過去の助動詞。終止形は「けり」）で、「～てしまった」と訳す。なお、完了の助動詞「ぬ」はラ変型[な|《に》|ぬ|ぬる|ぬれ|ね]で活用する。
13,文23その川のほとりに群れゐて思ひやれば、限りなく遠くも来にけるかなと《わび》合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》の訳は？,わびしく思う, 終止形は「わぶ」。
14,文23その川のほとりに群れゐて思ひやれば、限りなく遠くも来にけるかなとわび合へ《る》に、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》の意味は？,存続,終止形は「り」。●完了（～てしま[う・った]・た）←～の瞬間に注目。●存続（～ている・てある）←～の後の状態に注目。
15,文23その川のほとりに群れゐて思ひやれば、限りなく遠くも来にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れ《ぬ》。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》の意味は？,完了,完了は「～てしま[う・った]。強意は「きっと」。下に推量の助動詞がある場合のみ、強意になる。例：花咲き《ぬ》べし（花は《きっと》咲くだろう）←この「べし」は推量(～だろう）
16,文23…渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡ら《む》とするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》の意味は？ ,意志,【Ａ】「む」＋[名詞か名詞省略]→①検討中の案だったら、仮定（としたら）。例　僧になさ《む》[こと]は苦し。②検討中の案でないなら、婉曲（訳不要）。例　し出さ《む》[こと]を待つ。※柔らかにするための「む」　【Ｂ】「む」(下には名詞は絶対来ない）→（１）提案してない場合で、①自分以外の未来を述べているなら、推量（だろう）。例　雨降ら《む》。②自分の未来を述べているなら、意志（しよう）。例　我肉食は《む》。※「むとす」は推量か意志だが、自分の未来かどうかではなく、前後の内容で見分ける。（２）提案している場合で、①相手がいるなら、勧誘（したらどうか）。例　一郎、花を見てこそ帰ら《め》。②独り言っぽいなら、適当（のがよい）。例　子はなくてありな《む》。参考：この「む」の前の「な」は完了の「ぬ」（《な》|に|ぬ|ぬる|ぬれ|ね）。ここは強意の意味で使われている。未然形「な」になっているのは「む」が未然形につく助動詞だから。
17,文23…みな人《ものわびしく》て、京に思ふ人なきにしもあらず。問：《　》の訳は？,なんとなくつらい,
18,文23…みな人《ものわびしく》て、京に思ふ人なきにしもあらず。問：《　》の活用の種類は？,シク活用,終止形は「ものわびし」だから、形容詞。形容詞の活用はク活用とシク活用だけ。「なる」をつけて「しくなる」になるのが、シク活用。そうならないのがク活用。
19,文23…みな人ものわびしくて、京に思ふ人《なき》にしもあらず。問：《　》の品詞は？,形容詞,終止形は「なし」。
20,文23…みな人ものわびしくて、京に思ふ人《なきにしもあらず》。問：《　》の訳は？,いないわけではない,
21,文23その川のほとりに群れゐて思ひやれば、限りなく遠くも来にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。文24《さる折しも》、白き鳥の、嘴と脚と赤き、鴫の大きさなる、水の上に遊びつつ魚を食ふ。問：《　》はどのとき？,「乗りて渡らむと」したとき,《　》は「ちょうどそのとき」という意味。「乗りて渡らむと」したときに鳥を目撃し、乗りこんでから、「①鳥の名を尋ねる→②渡し守が鳥の名を教える→③歌を詠む→④みんな泣く」という動きが連続して起こったと考えられる。
22,文24さる折しも、白き鳥の、《嘴》と脚と赤き、鴫の大きさなる、水の上に遊びつつ魚を食ふ。問：《　》は何を指すか。,くちばし,
23,文24さる折しも、白き鳥《の》、嘴と脚と赤き、鴫の大きさなる、水の上に遊びつつ魚を食ふ。問：《　》の訳は？,で,文２４の省略されている語を補うと次のようになる。（　）内が補った部分。→「白き鳥《の》、【嘴と脚と（が）赤き、鴫の大きさなる】（やつが）」※【　】の部分で、どういう「やつ」かを説明している。さて、「の」には次の３種類」がある。①主語を示す「の」。「が」と訳す。例　国《の》乱るるによりて　②前の語について範囲を限定するための「の」。「の」と訳す。例　国語《の》教科書　③言い換えの「の」。「で」と訳す。「同格の『の』」と呼ばれる。例　焼きたてのパン《の》、表面がかりっとしているやつ←「焼きたてパン＝表面がかりっとしているやつ」
24,文24さる折しも、白き鳥の、嘴と脚と赤き、鴫の《大きさなる》、水の上に遊びつつ魚を食ふ。問：《　》を文法的に説明せよ。,《名詞＋断定の助動詞》,形容動詞「大きさなり」の連体形か、名詞「大きさ」＋断定の助動詞「なり」の連体形か、見分ける。【見分け方】形容動詞の場合は上に程度を表す言葉がつけられる。例えば、いと「静かなり」って言えるから、「静かなり」は形容動詞と言える。一方、いと「王なり」と言えないから、「王なり」は形容動詞ではなく、「王」という名詞に断定の助動詞「なり」がついたものであることがわかる。
25,文24さる折しも、白き鳥の、嘴と脚と赤き、鴫の大きさなる、水の上に遊び《つつ》魚を食ふ。問：《　》の訳は？ ,～しながら,①二種類の行動を交互に実施→～ては　例：Ａ竹を取り《つつ》（竹を取っては）Ｂよろづのことに使ふ　※「Ａ→Ｂ」の繰り返し　②一種類の行動の継続→;～し続けて　例：思ひつつ（思い続けて）ありけり　③※二種類の行動を同時に実施→～しながら　例：歌をＡ《聞き》つつ、Ｂ《舟を漕ぐ》
26,文25京には見え《ぬ》鳥なれば、みな人見知らず。問：《　》の意味は？,打消,下に「鳥」という名詞があることをふまえて考える。●完了（てしま[う・った]・た）の「ぬ」の終止形（な|に|《ぬ》|ぬる|ぬれ|ね）。※連用形につく。※下に推量の助動詞があるときは強意[きっと～]の意味になる。●打消（ない）の「ず」の連体形（ず・ざら|ず・ざり|ず|ぬ・ざる|ね・ざれ|ざれ）。※未然形につく。
27,文25京には見えぬ鳥《なれ》ば、みな人見知らず。問：《　》の意味は？,断定,「なり」の前の「鳥」が名詞（体言）であることをふまえて考える。断定(だ・である)の助動詞｢なり｣は体言（＝名詞）や連体形につく。推定（ようだ）の助動詞「なり」はラ変以外には終止形に、ラ変には連体形につく。
28,文25京には見えぬ鳥《なれ》ば、みな人見知らず。問：《　》の活用形は？,已然形,「だ・である」と訳せる「なり」は、形容動詞のナリ活用と同じ活用の仕方（[なら|なり・に|なり|なる|なれ|なれ]でラ変型）をする。「なれ」になるのは已然形か、命令形だが、「ば」は命令形にはつかないので、已然形。
29,京には見えぬ鳥なれ《ば》、みな人見知らず。問：《　》の訳は？,～ので,断定の助動詞「なり」が「なれ」という形になるのは、已然形と命令形のとき（なら|なり・に|なり|なる|《なれ》|《なれ》）だが、「ば」は未然形か已然形にしかつかないから、この「なれ」は已然形である。●未然形＋「ば」：もし～ならば　●已然形＋ば：①「ば」の上の出来事が原因で、「ば」の下の出来事が起こった場合→～ので　②「ば」の上の出来事のあと、「ば」の下の出来事が《たまたま》が起こった場合→～すると・～したところ
30,京には見えぬ鳥なれば、みな人見知ら《ず》。問：《　》の意味は？,打消,
31,文26渡し守に問ひ《けれ》ば、「これなむ都鳥。」と言ふを聞きて、問：《　》は何形か。,已然, 「けり」はラ変型で、「けら|○|けり|ける|けれ|○」と活用する。
32,文26渡し守に問ひけれ《ば》、「これなむ都鳥。」と言ふを聞きて、問：《　》の訳は？,～すると・～したところ,直前の「けれ」は已然形である。●未然形＋「ば」：もし～ならば　●已然形＋ば：①「ば」の上の出来事が原因で、「ば」の下の出来事が起こった場合→～ので　②「ば」の上の出来事のあと、「ば」の下の出来事が《たまたま》が起こった場合→～すると・～したところ　※「渡し守に尋ねた」ら、必ず「これなむ都鳥」という言葉が返ってくる、とは限らない。（わからない、と答える場合もありうるし、「え、どの鳥？」って聞き返される可能性もある。）たまたま、このときの渡し守は「これなむ都鳥」と答える、という反応をしたのである。
33,文26渡し守に問ひければ、「これ《なむ》都鳥。」と言ふを聞きて、問：《　》の意味は？,強意,「なむ」は係り結びを起こす「ぞ・なむ・や・か・こそ」の「なむ」。「ぞ・なむ・や・か」があると文末は連体形、「こそ」があると文末は已然形になる。「ぞ・なむ・こそ」は強意、「や・か」は疑問か反語の意味を付け加える。疑問か、反語かは前後の内容で判断。
34,文26渡し守に問ひければ、「これなむ都鳥（　　）。」と言ふを聞きて、問：空欄に「なり」を入れるとしたら、どの活用形で入れるべきか。,連体,空欄には「だ・である」にあたる断定の助動詞「なり」（形容動詞と同じ活用パターン[なら|なり・に|なり|なる|なれ|なれ]）が入るべきだが、渡し守はそれを省略して言わなかった。文中に「なむ」がある。「なむ」は係り結びを起こす「ぞ・なむ・や・か・こそ」の「なむ」。「ぞ・なむ・や・か」があると文末は連体形、「こそ」があると文末は已然形になる。
35,文27名に《し》負はばいざこと問はむ都鳥わが思ふ人はありやなしやと 問：《　》を文法的に説明せよ。,強意の意味を付け加える助詞,●「する」と訳せる場合→サ変動詞「す」の連用形（せ|《し》|す|する|すれ|せよ）例　うつくしきさま《し》て　●連用形＋「し」＋名詞の場合→過去の助動詞「き」の連体形（せ|○|き|《し》|しか|○）　例　過ぎ去り《し》日々　●削除しても不自然にならない場合→強意の意味を付け加える助詞　※《連用形＋し＋名詞》の「し」がなぜ過去の助動詞「き」と言えるのか→①上が連用形だから、連用形につく助動詞のはず。②下が名詞だから連体形になっているはず。①＋②→連用形につく助動詞で、連体形が「し」になるのは過去の助動詞「き」だけ。
36,文27名にし《負は》ばいざこと問はむ都鳥わが思ふ人はありやなしやと 問：《　》は何形か。,未然,「負は」の終止形は「負ふ」で、「ず」をつけると「負《は》ず」になり、「ず」の上がア段になるので、四段活用（ア|イ|ウ|ウ|エ|エ）である。
37,文27名にし負は《ば》いざこと問はむ都鳥わが思ふ人はありやなしやと　問：《　》の訳は？,もし～ならば,直前の「負は」は未然形。●未然形＋「ば」：もし～ならば　●已然形＋ば：①「ば」の上の出来事が原因で、「ば」の下の出来事が起こった場合→～ので　②「ば」の上の出来事のあと、「ば」の下の出来事が《たまたま》が起こった場合→～すると・～したところ
38,文27名にし負はば《いざ》こと問はむ都鳥わが思ふ人はありやなしやと　問：《　》はどういうときのかけ声か。,自分が始めるときのかけ声,「さあ」と訳す。●人を誘う場合の例：皆の者、いざ戦はむ。●自分へのかけ声の例：寒し。いざ風呂入らむ。
39,文27名にし負はばいざ《こと問は》む都鳥わが思ふ人はありやなしやと　問：《　》の訳は？,尋ねる,●「物を言う」の例：《言問は》ぬ犬とてなさけありけり。●「尋ねる」の例：「宿題や終へたる。」と友に《言問ひ》けり。●「訪れる」の例：《言問ふ》人もなき村なり。●「手紙を書く」の例：遠く離れし田舎の母へ《言問ひ》けり。
40,文27名にし負はばいざこと問は《む》都鳥わが思ふ人はありやなしやと　問：《　》の意味は？ ,意志,都鳥に呼びかけている言葉を『　』でくくるとこうなる。→「いざこと問はむ。『都鳥（よ）、わが思ふ人はありやなしや』と。」　したがって、「む」と「都鳥」はつながっていない。【Ａ】「む」＋[名詞か名詞省略]→①検討中の案だったら、仮定（としたら）。例　僧になさ《む》[こと]は苦し。②検討中の案でないなら、婉曲（訳不要）。例　し出さ《む》[こと]を待つ。※柔らかにするための「む」　【Ｂ】「む」(下には名詞は絶対来ない）→（１）提案してない場合で、①自分以外の未来を述べているなら、推量（だろう）。例　雨降ら《む》。②自分の未来を述べているなら、意志（しよう）。例　我肉食は《む》。※「むとす」は推量か意志だが、自分の未来かどうかではなく、前後の内容で見分ける。（２）提案している場合で、①相手がいるなら、勧誘（したらどうか）。例　一郎、花を見てこそ帰ら《め》。②独り言っぽいなら、適当（のがよい）。例　子はなくてありな《む》。参考：この「む」の前の「な」は完了の「ぬ」（《な》|に|ぬ|ぬる|ぬれ|ね）。ここは強意の意味で使われている。未然形「な」になっているのは「む」が未然形につく助動詞だから。
41,文27名にし負はばいざこと問はむ都鳥わが思ふ人は《ありやなしや》と　問：《　》の訳は？ ,無事かどうか,
42,文28とよめ《り》ければ、舟こぞりて泣きにけり。問：《　》の意味は？ ,完了,●完了（～てしま[う・った]・た）←～の瞬間に注目。●存続（～ている・てある）←～の後の状態に注目。
43,文28とよめり《けれ》ば、舟こぞりて泣きにけり。問：《　》の活用形は？,已然,過去の助動詞で、終止形は「けり」。「けり」はラ変型で、「けら|○|けり|ける|けれ|○」と活用する。
44,文28とよめりけれ《ば》、舟こぞりて泣きにけり。問：《　》の訳は？,～ので,直前の「けれ」は已然形。●未然形＋「ば」：もし～ならば　●已然形＋ば：①「ば」の上の出来事が原因で、「ば」の下の出来事が起こった場合→～ので　②「ば」の上の出来事のあと、「ば」の下の出来事が《たまたま》が起こった場合→～すると・～したところ
45,文28とよめりければ、舟《こぞりて》泣きにけり。問：《　》の訳は？,そろって,
46,文28とよめりければ、舟こぞりて泣き《に》けり。問：《　》の活用形は？,連用,「《に》けり」とある場合は、だいたいの場合、「に」（完了の助動詞「ぬ」が活用したもの）＋「けり」（過去の助動詞）で、「～てしまった」と訳す。完了の助動詞「ぬ」はラ変型[な|《に》|ぬ|ぬる|ぬれ|ね]で活用する。）
